Serial_No,Order_ID,Order_Date,Region,Customer_ID,Segment,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
6661,ORD06661,21-05-2025,East,,Consumer,Furniture,Phone,1,149,,149,14.94
6662,ORD06662,02-10-2025,North,,Home Office,Furniture,Laptop,3,149,0.05,424.65,115.32
6663,ORD06663,10-03-2024,South,CUST1119,Home Office,Electronics,Printer,10,299,0,2990,511.46
6664,ORD06664,26-05-2025,West,,Consumer,Furniture,Chair,4,,0,3996,269.04
6665,ORD06665,23-10-2025,South,,Corporate,Electronics,Desk,1,499,0.1,449.1,123.04
6666,ORD06666,21-02-2025,north,,Corporate,Office Supplies,Desk,5,299,0.05,1420.25,299.21
6667,ORD06667,26-06-2024,WEST,,Corporate,Furniture,Monitor,10,199,,1990,121.41
6668,ORD06668,30-07-2025,north,,Consumer,Furniture,Phone,7,999,0.1,6293.7,1113.21
6669,ORD06669,09-12-2025,WEST,,Consumer,Electronics,Desk,5,99,0.05,470.25,77.47
6670,ORD06670,06-09-2024,West,CUST1949,Consumer,Furniture,Monitor,8,99,0.05,752.4,199.86
6671,ORD06671,13-03-2024,WEST,CUST1278,Consumer,Office Supplies,Laptop,3,99,0.1,267.3,28.86
6672,ORD06672,15-09-2025,East,,Consumer,Furniture,Headphones,1,99,0,99,28.29
6673,ORD06673,29-02-2024,north,,Home Office,Office Supplies,Monitor,1,199,0,199,42.36
6674,ORD06674,28-10-2025,North,CUST1221,Home Office,Electronics,Desk,1,799,0.1,719.1,123.77
6675,ORD06675,14-01-2024,WEST,,Home Office,Office Supplies,Phone,7,199,0,1393,85.05
6676,ORD06676,29-04-2025,north,,Corporate,Furniture,Desk,10,999,,9990,2080.95
6677,ORD06677,27-11-2024,West,,Home Office,Electronics,Headphones,3,199,0.1,537.3,147.77
6678,ORD06678,14-09-2024,WEST,,Corporate,Office Supplies,Printer,9,99,0.15,757.35,86.11
6679,ORD06679,05-02-2025,East,,Corporate,Furniture,Tablet,6,199,,1194,298.96
6680,ORD06680,28-09-2025,North,,Consumer,Electronics,Headphones,5,299,,1495,445.19
6681,ORD06681,23-10-2025,north,CUST2164,Corporate,Electronics,Headphones,1,299,0.15,254.15,46.06
6682,ORD06682,06-12-2025,East,CUST1214,Consumer,Office Supplies,Desk,4,299,0.05,1136.2,117.09
6683,ORD06683,08-05-2024,WEST,CUST2139,Consumer,Furniture,Chair,5,149,0,745,144.16
6684,ORD06684,26-05-2025,South,CUST2554,Consumer,Electronics,Tablet,9,799,0.05,6831.45,358.07
6685,ORD06685,28-09-2025,East,,Home Office,Electronics,Monitor,3,199,0,597,138.85
6686,ORD06686,12-08-2024,WEST,,Corporate,Furniture,Tablet,3,99,0.15,252.45,45.43
6687,ORD06687,17-10-2024,South,,Home Office,Office Supplies,Printer,5,99,0.15,420.75,35.23
6688,ORD06688,12-09-2025,East,,Corporate,Electronics,Desk,3,799,0,2397,573.56
6689,ORD06689,07-05-2025,WEST,,Home Office,Electronics,Monitor,10,799,0.15,6791.5,820.91
6690,ORD06690,10-07-2024,north,CUST1082,Consumer,Office Supplies,Desk,9,499,0.1,4041.9,427.43
6691,ORD06691,16-07-2024,West,,Corporate,Office Supplies,Phone,5,199,0,995,144.93
6692,ORD06692,20-10-2024,South,,Home Office,Furniture,Monitor,4,99,0,396,80.7
6693,ORD06693,01-04-2025,North,,Corporate,Office Supplies,Monitor,7,199,0.1,1253.7,94.88
6694,ORD06694,22-07-2025,West,,Consumer,Office Supplies,Tablet,7,149,0,1043,58.63
6695,ORD06695,01-08-2024,North,CUST1820,Corporate,Office Supplies,Headphones,4,999,0,3996,960.63
6696,ORD06696,10-07-2025,north,CUST1257,Consumer,Electronics,Desk,9,499,0.05,4266.45,588.64
6697,ORD06697,23-07-2024,North,,Home Office,Furniture,Monitor,9,299,0.1,2421.9,257.23
6698,ORD06698,14-01-2024,North,,Home Office,Furniture,Monitor,8,149,0,1192,96.11
6699,ORD06699,10-11-2024,West,,Consumer,Furniture,Phone,7,199,0.15,1184.05,122.91
6700,ORD06700,29-03-2025,West,,Consumer,Office Supplies,Tablet,1,149,0.15,126.65,16.17
6701,ORD06701,20-07-2024,South,,Corporate,Electronics,Phone,7,999,0,6993,692.76
6702,ORD06702,24-06-2024,north,,Home Office,Electronics,Laptop,6,499,0.15,2544.9,510.83
6703,ORD06703,01-08-2025,North,,Home Office,Furniture,Headphones,7,299,0.15,1779.05,144.35
6704,ORD06704,26-06-2024,South,CUST2780,Consumer,Office Supplies,Printer,7,299,0,2093,486.93
6705,ORD06705,24-01-2025,WEST,,Consumer,Furniture,Laptop,8,199,0,1592,415.28
6706,ORD06706,10-10-2024,East,CUST2991,Consumer,Office Supplies,Tablet,3,499,0.15,1272.45,326.39
6707,ORD06707,19-06-2024,East,CUST1081,Home Office,Office Supplies,Monitor,2,149,0.15,253.3,18.28
6708,ORD06708,22-11-2025,north,CUST2857,Home Office,Office Supplies,Desk,9,149,,1341,131.32
6709,ORD06709,06-09-2025,North,,Corporate,Office Supplies,Monitor,8,199,,1592,90.26
6710,ORD06710,22-06-2025,North,,Home Office,Electronics,Phone,7,999,0.15,5944.05,1724.8
6711,ORD06711,03-04-2024,South,,Consumer,Electronics,Headphones,2,799,0.15,1358.3,212.93
6712,ORD06712,12-09-2024,West,,Consumer,Electronics,Tablet,2,799,0.15,1358.3,279.14
6713,ORD06713,31-08-2024,north,,Corporate,Furniture,Phone,8,99,,792,221.17
6714,ORD06714,14-08-2025,North,,Consumer,Electronics,Chair,8,499,,3992,463.7
6715,ORD06715,13-08-2025,WEST,CUST2774,Home Office,Office Supplies,Headphones,5,99,0.1,445.5,37.17
6716,ORD06716,05-11-2025,South,,Consumer,Office Supplies,Phone,7,199,0.05,1323.35,356.62
6717,ORD06717,27-11-2025,South,CUST2155,Consumer,Electronics,Tablet,10,499,,4990,719.53
6718,ORD06718,27-01-2025,north,,Corporate,Electronics,Laptop,3,99,0.05,282.15,50.83
6719,ORD06719,05-05-2025,North,,Corporate,Furniture,Phone,8,199,,1592,432.77
6720,ORD06720,08-09-2025,north,,Home Office,Furniture,Chair,9,99,0.05,846.45,107.29
6721,ORD06721,27-10-2024,North,,Consumer,Office Supplies,Tablet,10,199,,1990,569.49
6722,ORD06722,11-10-2025,West,CUST2692,Home Office,Furniture,Printer,8,199,,1592,420.26
6723,ORD06723,06-01-2024,West,CUST2970,Home Office,Furniture,Headphones,7,149,0.05,990.85,199.64
6724,ORD06724,23-09-2024,West,,Consumer,Electronics,Chair,2,99,0.05,188.1,18.45
6725,ORD06725,24-10-2024,East,,Home Office,Office Supplies,Phone,3,149,0.15,379.95,58.98
6726,ORD06726,01-05-2025,East,,Corporate,Furniture,Desk,2,199,0,398,32.03
6727,ORD06727,28-03-2025,West,CUST2457,Consumer,Office Supplies,Headphones,6,199,,1194,140.16
6728,ORD06728,18-05-2025,WEST,CUST2256,Corporate,Furniture,Headphones,7,149,,1043,109.14
6729,ORD06729,25-08-2024,West,CUST2349,Corporate,Office Supplies,Phone,1,499,0.05,474.05,29.43
6730,ORD06730,30-06-2025,north,CUST1028,Consumer,Office Supplies,Chair,2,149,0.05,283.1,48.14
6731,ORD06731,19-10-2025,West,,Home Office,Furniture,Tablet,3,299,0.05,852.15,196.01
6732,ORD06732,22-10-2025,East,CUST2211,Corporate,Office Supplies,Printer,8,499,,3992,972.43
6733,ORD06733,10-02-2025,WEST,,Consumer,Furniture,Chair,10,149,0.05,1415.5,291.48
6734,ORD06734,05-06-2024,East,,Home Office,Electronics,Phone,2,149,,298,24.38
6735,ORD06735,27-07-2025,north,,Consumer,Furniture,Phone,7,299,0.15,1779.05,226.78
6736,ORD06736,17-03-2024,South,,Home Office,Electronics,Printer,2,299,0.15,508.3,57.68
6737,ORD06737,14-02-2025,South,,Home Office,Furniture,Laptop,8,999,0.05,7592.4,749.34
6738,ORD06738,17-03-2025,East,CUST2027,Consumer,Office Supplies,Tablet,2,799,0.1,1438.2,121.06
6739,ORD06739,09-09-2025,north,,Home Office,Electronics,Printer,5,299,0.05,1420.25,166.21
6740,ORD06740,08-02-2025,East,,Home Office,Electronics,Headphones,8,799,0.15,5433.2,574.15
6741,ORD06741,08-10-2025,East,CUST1043,Corporate,Office Supplies,Laptop,3,499,0,1497,424.09
6742,ORD06742,09-07-2024,South,CUST1882,Home Office,Electronics,Chair,4,199,0.05,756.2,188.6
6743,ORD06743,03-02-2024,West,CUST1967,Consumer,Electronics,Desk,1,999,,999,238.43
6744,ORD06744,11-10-2025,South,CUST1384,Consumer,Electronics,Monitor,1,799,,799,97.57
6745,ORD06745,08-03-2025,WEST,,Consumer,Furniture,Headphones,7,99,0,693,153.11
6746,ORD06746,15-08-2024,East,,Home Office,Office Supplies,Phone,,199,0.05,1890.5,384.75
6747,ORD06747,09-10-2024,north,,Home Office,Electronics,Tablet,3,149,0.1,402.3,74.5
6748,ORD06748,23-05-2025,WEST,,Consumer,Office Supplies,Printer,7,299,0.15,1779.05,385.64
6749,ORD06749,11-03-2024,East,,Consumer,Electronics,Headphones,4,99,0.05,376.2,98.83
6750,ORD06750,13-04-2024,South,,Corporate,Electronics,Tablet,3,199,0.05,567.15,130.41
6751,ORD06751,18-11-2025,East,,Home Office,Furniture,Chair,1,149,0.15,126.65,30.89
6752,ORD06752,09-03-2025,West,,Corporate,Electronics,Chair,9,99,0.05,846.45,75.57
6753,ORD06753,22-08-2024,WEST,,Home Office,Electronics,Printer,7,149,,1043,91.87
6754,ORD06754,29-07-2025,East,,Corporate,Office Supplies,Phone,3,299,0,897,78.03
6755,ORD06755,04-07-2024,north,,Home Office,Electronics,Laptop,6,99,0.05,564.3,76.57
6756,ORD06756,07-09-2024,north,,Consumer,Office Supplies,Desk,7,799,0,5593,692.21
6757,ORD06757,08-01-2025,North,,Consumer,Electronics,Chair,6,149,0.05,849.3,101.36
6758,ORD06758,22-03-2025,WEST,,Home Office,Electronics,Tablet,3,499,,1497,385.59
6759,ORD06759,30-11-2025,north,,Corporate,Electronics,Printer,1,199,0.15,169.15,8.75
6760,ORD06760,31-12-2025,South,,Consumer,Electronics,Headphones,3,799,0,2397,630.48
6761,ORD06761,09-02-2024,West,,Corporate,Electronics,Headphones,7,799,0.15,4754.05,665.77
6762,ORD06762,24-11-2024,North,,Corporate,Electronics,Laptop,3,99,,297,27.86
6763,ORD06763,31-03-2024,WEST,,Corporate,Electronics,Tablet,8,299,0.15,2033.2,596.27
6764,ORD06764,15-01-2025,East,,Home Office,Electronics,Laptop,9,99,,891,157.44
6765,ORD06765,14-08-2024,WEST,,Consumer,Furniture,Printer,1,499,0.15,424.15,50.06
6766,ORD06766,02-07-2025,South,,Consumer,Office Supplies,Monitor,10,199,,1990,128.96
6767,ORD06767,14-05-2024,WEST,,Corporate,Office Supplies,Chair,4,299,0.15,1016.6,179.6
6768,ORD06768,04-02-2025,WEST,CUST1616,Corporate,Electronics,Desk,3,99,0.15,252.45,50.01
6769,ORD06769,04-08-2024,East,CUST1098,Corporate,Electronics,Printer,6,799,,4794,496.98
6770,ORD06770,28-08-2025,East,,Corporate,Electronics,Tablet,9,,,4491,699.87
6771,ORD06771,20-02-2025,north,,Consumer,Furniture,Phone,3,499,0.1,1347.3,166.27
6772,ORD06772,21-04-2024,East,,Home Office,Office Supplies,Laptop,7,499,,3493,510.72
6773,ORD06773,20-02-2025,West,,Consumer,Furniture,Printer,2,149,0.1,268.2,57.62
6774,ORD06774,01-12-2025,East,CUST2770,Corporate,Furniture,Phone,4,149,0.15,506.6,28.24
6775,ORD06775,18-07-2024,West,CUST1649,Home Office,Electronics,Printer,9,799,,7191,1649.31
6776,ORD06776,26-01-2025,WEST,,Corporate,Electronics,Printer,5,99,0.05,470.25,125.61
6777,ORD06777,25-07-2024,north,,Consumer,Office Supplies,Chair,,99,0.1,534.6,100.92
6778,ORD06778,01-01-2025,East,CUST2814,Home Office,Office Supplies,Desk,8,299,0.1,2152.8,361.64
6779,ORD06779,17-10-2024,South,CUST2037,Home Office,Electronics,Printer,1,999,0.15,849.15,194.41
6780,ORD06780,29-08-2025,North,,Corporate,Furniture,Desk,2,99,0.15,168.3,39.14
6781,ORD06781,08-12-2024,North,CUST2437,Corporate,Office Supplies,Printer,7,149,0.1,938.7,274.73
6782,ORD06782,23-05-2025,WEST,,Home Office,Electronics,Monitor,5,199,0.15,845.75,76.13
6783,ORD06783,21-01-2024,South,,Home Office,Electronics,Headphones,10,,0,990,68.83
6784,ORD06784,21-02-2024,WEST,CUST1715,Home Office,Furniture,Desk,6,299,0.05,1704.3,457.92
6785,ORD06785,11-02-2024,north,CUST1746,Corporate,Electronics,Monitor,10,99,0.1,891,240.39
6786,ORD06786,29-04-2024,South,,Home Office,Furniture,Laptop,10,99,0.05,940.5,269.73
6787,ORD06787,08-10-2024,WEST,,Consumer,Office Supplies,Headphones,6,999,0.1,5394.6,734.56
6788,ORD06788,16-07-2024,north,CUST1630,Corporate,Furniture,Chair,7,199,,1393,184.53
6789,ORD06789,24-12-2025,WEST,,Home Office,Electronics,Tablet,6,299,0.05,1704.3,491.64
6790,ORD06790,31-05-2024,WEST,,Home Office,Electronics,Chair,4,299,0.05,1136.2,114.64
6791,ORD06791,12-08-2025,East,,Consumer,Electronics,Printer,,999,,2997,404.43
6792,ORD06792,05-08-2025,West,CUST2457,Home Office,Office Supplies,Laptop,7,499,0.05,3318.35,541.94
6793,ORD06793,31-01-2024,West,CUST2447,Home Office,Electronics,Tablet,9,999,0,8991,1622.51
6794,ORD06794,27-01-2024,East,,Corporate,Electronics,Desk,9,99,0,891,78.98
6795,ORD06795,01-06-2024,West,,Consumer,Furniture,Phone,3,149,,447,30.53
6796,ORD06796,27-04-2024,WEST,,Corporate,Electronics,Chair,7,299,0.05,1988.35,545.79
6797,ORD06797,12-05-2024,North,CUST2568,Consumer,Office Supplies,Phone,10,799,0,7990,2075.81
6798,ORD06798,16-08-2024,north,,Home Office,Furniture,Laptop,9,799,0.05,6831.45,533.77
6799,ORD06799,27-07-2024,WEST,CUST1003,Home Office,Office Supplies,Headphones,4,149,0.15,506.6,99.97
6800,ORD06800,05-12-2024,north,,Consumer,Furniture,Laptop,8,499,0.1,3592.8,200.28
6801,ORD06801,25-01-2024,West,,Consumer,Furniture,Headphones,6,149,0.1,804.6,197.32
6802,ORD06802,15-06-2024,North,,Consumer,Furniture,Chair,6,199,0,1194,270.14
6803,ORD06803,25-04-2024,East,CUST1190,Consumer,Electronics,Desk,9,149,0,1341,223.01
6804,ORD06804,07-12-2025,East,CUST1434,Home Office,Furniture,Monitor,8,499,,3992,867.3
6805,ORD06805,10-11-2025,South,,Consumer,Electronics,Monitor,2,99,0.05,188.1,12.84
6806,ORD06806,02-07-2024,South,,Corporate,Furniture,Chair,8,499,0,3992,205.75
6807,ORD06807,15-06-2024,West,,Consumer,Electronics,Desk,4,199,0,796,117.94
6808,ORD06808,25-01-2024,South,,Home Office,Office Supplies,Chair,9,499,,4491,598.87
6809,ORD06809,12-12-2024,North,,Corporate,Furniture,Laptop,9,149,0.1,1206.9,118.02
6810,ORD06810,15-09-2024,East,CUST1601,Corporate,Furniture,Monitor,10,,,1990,207.56
6811,ORD06811,03-09-2024,WEST,CUST2514,Corporate,Electronics,Chair,1,149,0.15,126.65,10.4
6812,ORD06812,03-10-2024,north,,Consumer,Furniture,Headphones,5,199,0.15,845.75,136.51
6813,ORD06813,14-12-2024,East,CUST1831,Consumer,Furniture,Phone,8,999,0.05,7592.4,2096.46
6814,ORD06814,31-10-2024,West,,Home Office,Electronics,Monitor,10,999,,9990,889.85
6815,ORD06815,17-12-2024,North,,Consumer,Electronics,Chair,10,299,0.15,2541.5,527.1
6816,ORD06816,18-09-2024,North,,Consumer,Office Supplies,Desk,10,799,0.1,7191,1533.41
6817,ORD06817,03-07-2025,West,,Corporate,Furniture,Tablet,2,199,0.15,338.3,18.57
6818,ORD06818,15-05-2025,north,,Home Office,Office Supplies,Chair,6,499,0.1,2694.6,289.63
6819,ORD06819,14-09-2024,South,CUST2558,Home Office,Furniture,Monitor,5,499,0.15,2120.75,387.3
6820,ORD06820,15-04-2024,West,CUST2939,Consumer,Electronics,Printer,7,99,,693,95.31
6821,ORD06821,17-02-2025,South,,Consumer,Office Supplies,Laptop,6,299,0.15,1524.9,116.02
6822,ORD06822,03-02-2024,East,CUST1262,Home Office,Office Supplies,Monitor,7,199,0.15,1184.05,247.9
6823,ORD06823,21-01-2025,North,,Home Office,Electronics,Tablet,9,499,0.15,3817.35,768.2
6824,ORD06824,26-05-2024,WEST,CUST1213,Consumer,Electronics,Phone,4,999,0,3996,323.57
6825,ORD06825,05-09-2024,East,,Consumer,Electronics,Phone,6,199,0.1,1074.6,87.27
6826,ORD06826,02-09-2024,WEST,CUST2154,Home Office,Furniture,Desk,1,149,0.1,134.1,37.84
6827,ORD06827,04-05-2024,north,CUST1708,Home Office,Office Supplies,Headphones,9,199,0.05,1701.45,469.7
6828,ORD06828,18-09-2024,East,CUST1756,Consumer,Office Supplies,Chair,1,499,0.1,449.1,39.49
6829,ORD06829,25-09-2025,North,,Corporate,Office Supplies,Monitor,8,999,0.1,7192.8,2124.77
6830,ORD06830,13-02-2024,WEST,,Home Office,Office Supplies,Tablet,8,299,0.15,2033.2,539.78
6831,ORD06831,23-05-2025,North,CUST1412,Corporate,Office Supplies,Chair,3,499,0.1,1347.3,347.82
6832,ORD06832,04-02-2025,South,,Consumer,Electronics,Phone,8,149,0.15,1013.2,147.25
6833,ORD06833,06-10-2025,East,CUST1181,Home Office,Furniture,Desk,6,799,0.15,4074.9,348.47
6834,ORD06834,25-09-2024,North,,Consumer,Furniture,Desk,6,149,0,894,219.37
6835,ORD06835,03-10-2025,South,,Corporate,Office Supplies,Desk,6,,0,2994,447.46
6836,ORD06836,08-11-2024,North,CUST2853,Consumer,Office Supplies,Desk,3,99,0.05,282.15,72.58
6837,ORD06837,28-08-2024,South,,Corporate,Electronics,Printer,8,99,0.1,712.8,118.86
6838,ORD06838,22-11-2024,East,,Home Office,Electronics,Tablet,9,799,0,7191,1423.09
6839,ORD06839,07-06-2025,WEST,CUST1510,Consumer,Furniture,Monitor,1,99,0.05,94.05,4.81
6840,ORD06840,01-11-2024,South,,Home Office,Electronics,Desk,2,999,0.15,1698.3,281.02
6841,ORD06841,20-09-2024,East,,Consumer,Furniture,Monitor,7,99,0.1,623.7,132.25
6842,ORD06842,28-12-2025,WEST,,Home Office,Electronics,Chair,3,149,0.1,402.3,27.74
6843,ORD06843,17-07-2025,South,CUST2104,Consumer,Electronics,Headphones,7,999,0.15,5944.05,658.36
6844,ORD06844,14-07-2025,north,,Consumer,Office Supplies,Tablet,9,799,0,7191,1035.44
6845,ORD06845,30-07-2025,East,,Consumer,Furniture,Tablet,9,199,0.05,1701.45,375
6846,ORD06846,05-05-2024,north,,Consumer,Office Supplies,Monitor,3,149,0.05,424.65,74.05
6847,ORD06847,09-01-2024,WEST,CUST1905,Consumer,Electronics,Headphones,8,299,0,2392,533.98
6848,ORD06848,13-07-2025,north,,Consumer,Office Supplies,Headphones,5,999,0.05,4745.25,1369.86
6849,ORD06849,25-03-2025,north,CUST2327,Corporate,Office Supplies,Headphones,5,999,0.1,4495.5,857.28
6850,ORD06850,06-03-2025,West,,Corporate,Furniture,Chair,4,299,0.15,1016.6,284.81
6851,ORD06851,05-10-2024,South,,Consumer,Office Supplies,Tablet,7,149,0.15,886.55,188.31
6852,ORD06852,18-06-2025,north,CUST1122,Home Office,Office Supplies,Monitor,9,149,0.15,1139.85,142.61
6853,ORD06853,17-04-2024,North,CUST2255,Consumer,Office Supplies,Phone,9,799,0,7191,1115.06
6854,ORD06854,20-02-2025,North,CUST1221,Consumer,Furniture,Laptop,6,299,0,1794,361.93
6855,ORD06855,21-03-2025,North,,Home Office,Office Supplies,Laptop,7,999,0.15,5944.05,537.89
6856,ORD06856,15-06-2024,South,,Home Office,Office Supplies,Tablet,4,99,0.1,356.4,47.88
6857,ORD06857,02-06-2024,north,,Home Office,Furniture,Laptop,2,499,0.05,948.1,224.92
6858,ORD06858,22-10-2025,West,CUST2204,Home Office,Electronics,Chair,10,299,0.15,2541.5,497.91
6859,ORD06859,28-01-2025,north,,Consumer,Electronics,Tablet,10,199,,1990,193.46
6860,ORD06860,08-10-2024,North,,Home Office,Electronics,Phone,5,149,0,745,204.17
6861,ORD06861,25-06-2024,West,,Corporate,Electronics,Printer,10,99,0.05,940.5,182.25
6862,ORD06862,01-12-2025,WEST,,Home Office,Electronics,Desk,1,199,0.15,169.15,38.36
6863,ORD06863,17-03-2024,South,CUST2414,Consumer,Electronics,Laptop,2,99,,198,12.96
6864,ORD06864,27-11-2024,East,,Home Office,Office Supplies,Phone,8,299,0.05,2272.4,500.03
6865,ORD06865,06-09-2025,South,,Corporate,Electronics,Laptop,1,799,0.05,759.05,176.36
6866,ORD06866,02-01-2024,East,,Consumer,Electronics,Monitor,1,799,0.1,719.1,162.79
6867,ORD06867,29-05-2024,North,,Corporate,Furniture,Printer,4,99,0.1,356.4,54.74
6868,ORD06868,23-03-2024,West,CUST2183,Consumer,Furniture,Laptop,2,799,0.05,1518.1,324.67
6869,ORD06869,24-05-2025,north,,Home Office,Furniture,Desk,6,199,0,1194,232.57
6870,ORD06870,13-12-2024,South,,Consumer,Furniture,Tablet,10,799,,7990,1744.84
6871,ORD06871,10-01-2024,East,,Corporate,Furniture,Printer,3,149,0,447,83.29
6872,ORD06872,17-09-2025,North,,Consumer,Furniture,Phone,5,199,0,995,187.92
6873,ORD06873,15-04-2024,north,,Consumer,Electronics,Phone,3,199,0.15,507.45,32.92
6874,ORD06874,30-12-2024,East,,Corporate,Furniture,Headphones,2,499,,998,130.26
6875,ORD06875,10-09-2024,north,,Consumer,Furniture,Laptop,1,999,,999,181.5
6876,ORD06876,11-02-2025,north,,Home Office,Office Supplies,Headphones,9,299,0,2691,423.13
6877,ORD06877,15-12-2025,WEST,,Consumer,Furniture,Laptop,6,999,0,5994,1387.66
6878,ORD06878,13-02-2024,WEST,,Consumer,Electronics,Printer,4,149,0.1,536.4,49.06
6879,ORD06879,07-07-2024,north,CUST2309,Consumer,Furniture,Tablet,4,99,,396,99.19
6880,ORD06880,25-03-2025,South,,Corporate,Electronics,Phone,9,149,0.15,1139.85,294.17
6881,ORD06881,13-02-2025,North,,Consumer,Furniture,Tablet,2,199,0.05,378.1,46.62
6882,ORD06882,20-07-2024,East,,Consumer,Office Supplies,Tablet,8,999,0.05,7592.4,1433.9
6883,ORD06883,01-10-2024,WEST,CUST1988,Home Office,Furniture,Desk,9,799,0.1,6471.9,341.23
6884,ORD06884,28-07-2025,WEST,CUST2675,Corporate,Electronics,Tablet,5,99,0.1,445.5,93.33
6885,ORD06885,17-02-2024,East,,Consumer,Electronics,Desk,6,799,0.15,4074.9,1117.58
6886,ORD06886,29-06-2025,East,,Home Office,Electronics,Phone,6,799,0.15,4074.9,400.27
6887,ORD06887,16-09-2024,WEST,CUST2935,Home Office,Office Supplies,Chair,5,799,0.05,3795.25,919.23
6888,ORD06888,19-01-2025,WEST,CUST1185,Home Office,Office Supplies,Chair,2,299,0.1,538.2,92.12
6889,ORD06889,30-07-2024,North,,Corporate,Furniture,Desk,6,499,0.1,2694.6,706.57
6890,ORD06890,27-02-2024,North,,Home Office,Electronics,Laptop,6,299,0.15,1524.9,447.34
6891,ORD06891,20-11-2025,East,,Home Office,Electronics,Phone,6,199,0.05,1134.3,69.3
6892,ORD06892,07-06-2025,WEST,,Home Office,Furniture,Tablet,10,149,0.1,1341,68.03
6893,ORD06893,01-07-2025,North,,Home Office,Office Supplies,Monitor,3,299,0.1,807.3,108.58
6894,ORD06894,18-09-2025,East,,Home Office,Electronics,Headphones,3,499,0.15,1272.45,233.03
6895,ORD06895,22-08-2025,north,,Home Office,Furniture,Monitor,7,99,0,693,48.59
6896,ORD06896,08-12-2025,North,CUST1684,Corporate,Furniture,Monitor,9,299,0,2691,583.77
6897,ORD06897,05-02-2024,South,,Corporate,Furniture,Monitor,1,799,0.05,759.05,102.59
6898,ORD06898,20-08-2024,West,,Corporate,Electronics,Phone,3,149,0.1,402.3,97.62
6899,ORD06899,26-02-2025,North,,Home Office,Electronics,Chair,6,199,0.15,1014.9,187.34
6900,ORD06900,09-05-2025,North,CUST1406,Consumer,Office Supplies,Phone,5,999,0,4995,1053.03
6901,ORD06901,01-03-2024,South,CUST1887,Home Office,Electronics,Laptop,1,199,,199,52.36
6902,ORD06902,03-05-2024,WEST,CUST2234,Corporate,Furniture,Laptop,9,99,0.15,757.35,220.22
6903,ORD06903,11-04-2025,north,,Corporate,Furniture,Chair,4,149,,596,67.2
6904,ORD06904,30-12-2025,North,,Consumer,Electronics,Laptop,6,999,0,5994,373.32
6905,ORD06905,06-04-2024,north,CUST2636,Consumer,Office Supplies,Phone,6,199,0,1194,297.08
6906,ORD06906,30-05-2025,WEST,CUST2867,Corporate,Office Supplies,Printer,4,499,,1996,319.34
6907,ORD06907,04-02-2025,West,,Consumer,Office Supplies,Printer,7,199,0.15,1184.05,332.6
6908,ORD06908,16-10-2024,north,,Home Office,Furniture,Tablet,4,499,0.05,1896.2,251.28
6909,ORD06909,06-04-2024,South,,Home Office,Office Supplies,Headphones,9,799,0,7191,1926.88
6910,ORD06910,14-11-2025,East,,Corporate,Furniture,Phone,9,799,0.1,6471.9,1725.29
6911,ORD06911,01-05-2025,West,CUST2823,Corporate,Office Supplies,Tablet,3,799,0,2397,279.44
6912,ORD06912,29-04-2025,West,,Consumer,Electronics,Tablet,8,149,,1192,180.46
6913,ORD06913,23-06-2024,North,CUST2945,Corporate,Electronics,Tablet,6,199,0.15,1014.9,151.26
6914,ORD06914,06-09-2024,north,,Home Office,Office Supplies,Monitor,3,799,0.05,2277.15,525.46
6915,ORD06915,04-04-2025,north,CUST1461,Corporate,Office Supplies,Tablet,3,99,0.05,282.15,15.05
6916,ORD06916,23-06-2024,North,,Home Office,Furniture,Monitor,7,99,0.1,623.7,66.51
6917,ORD06917,27-09-2024,West,,Home Office,Electronics,Laptop,6,999,0.15,5094.9,1289.82
6918,ORD06918,19-07-2024,East,,Consumer,Electronics,Printer,7,799,0.15,4754.05,1224.35
6919,ORD06919,27-08-2024,North,,Consumer,Furniture,Phone,4,499,,1996,112.9
6920,ORD06920,28-12-2025,West,CUST2664,Home Office,Electronics,Headphones,6,149,0,894,203.39
6921,ORD06921,17-03-2025,North,CUST1848,Home Office,Furniture,Printer,4,199,0.1,716.4,180.96
6922,ORD06922,04-02-2025,South,,Home Office,Electronics,Printer,6,99,0.15,504.9,40.13
6923,ORD06923,06-02-2025,North,,Home Office,Furniture,Phone,9,499,0.1,4041.9,647.19
6924,ORD06924,16-01-2024,North,CUST1305,Corporate,Electronics,Tablet,9,999,0.05,8541.45,1783.85
6925,ORD06925,07-12-2024,South,,Consumer,Furniture,Laptop,5,299,0.1,1345.5,397.69
6926,ORD06926,14-05-2025,West,,Consumer,Furniture,Phone,10,199,0,1990,126.27
6927,ORD06927,04-03-2024,West,CUST1240,Consumer,Electronics,Tablet,2,499,0.05,948.1,143.04
6928,ORD06928,01-05-2025,South,,Home Office,Electronics,Laptop,4,99,,396,47.91
6929,ORD06929,09-11-2025,West,CUST2577,Corporate,Office Supplies,Chair,10,149,0,1490,282.27
6930,ORD06930,16-07-2024,East,CUST2253,Consumer,Furniture,Printer,6,199,,1194,256.14
6931,ORD06931,13-06-2024,South,,Consumer,Office Supplies,Chair,10,99,,990,127.36
6932,ORD06932,30-12-2024,South,,Consumer,Furniture,Tablet,7,149,0,1043,257.63
6933,ORD06933,27-09-2024,East,CUST2025,Consumer,Office Supplies,Monitor,2,799,0.1,1438.2,288.02
